id,series_key,unit,as_of_date,published_date,retrieved_at,url,content_hash,http_status,source_id,tier,audited_vs_reported,extraction_method,extractor_version,raw_snippet,value_numeric,value_text,value_low,value_high,period_start,entity_id,run_rate_vs_booked,gross_vs_net,disputed,dispute_text,note,review_status,reviewer_id,supersedes_id
cfc0c3ff08b03a6f,sec_filing.crwv.debt_terms_ddtl4.pt,text,2026-06-30,2026-08-12,2026-09-10T09:51:31.402461Z,https://www.sec.gov/Archives/edgar/data/1769628/000176962826000366/crwv-20260630.htm,5ef1bddf52a356c5c8a77ebba2b53b35a7c35ac669b27e8fa7842f1f301124e7,200,sec_edgar_filings,4,company_stated,manual,manual-1,"As of June 30, 2026, the facility has $1.4 billion of outstanding floating-rate loan and $1.5 billion of outstanding fixed-rate loan. Amounts borrowed under the floating-rate commitments bear interest, at the Company’s option, at daily compounded SOFR plus 2.25% per annum or the alternative base rate plus 1.25% per annum.",,DDTL 4.0 floating: daily compounded SOFR + 2.25% (or ABR + 1.25%),,,,crwv,,,False,,"DDTL 4.0 Facility (CCAC VIII, MUFG agent), non-recourse; 95% hedging covenant on floating draws.",approved,merge,
