id,series_key,unit,as_of_date,published_date,retrieved_at,url,content_hash,http_status,source_id,tier,audited_vs_reported,extraction_method,extractor_version,raw_snippet,value_numeric,value_text,value_low,value_high,period_start,entity_id,run_rate_vs_booked,gross_vs_net,disputed,dispute_text,note,review_status,reviewer_id,supersedes_id
2849797c95f0e4a3,epoch_bench.minimax_m2_7.eci_open.pt,index,2026-03-18,2026-03-18,2026-09-22T07:42:47.652501Z,https://epoch.ai/data/benchmark_data.zip,40d94ce2d881a8041d79e3c02eeec93e23411ca62ea9742faa4f9996336a5d9e,200,epoch_bench,1,reported,api,epoch_bench-1,"{""Accessibility group"": ""Open weights"", ""Display name"": ""MiniMax-M2.7"", ""Model"": ""MiniMax-M2.7"", ""Organization"": ""MiniMax"", ""date"": ""2026-03-18"", ""eci"": ""145.84"", ""eci_ci_high"": ""147.9"", ""eci_ci_low"": ""138.39""}",145.84,,138.39,147.9,,,,,False,,,approved,,5645cd5d46b2372c
