id,series_key,unit,as_of_date,published_date,retrieved_at,url,content_hash,http_status,source_id,tier,audited_vs_reported,extraction_method,extractor_version,raw_snippet,value_numeric,value_text,value_low,value_high,period_start,entity_id,run_rate_vs_booked,gross_vs_net,disputed,dispute_text,review_status,reviewer_id,supersedes_id
66dd63953889edae,epoch_models.gshard_dense.training_compute_flop.pt,FLOP,2020-06-30,2020-06-30,2026-09-10T06:33:10.721008Z,https://epoch.ai/data/ai_models.zip,14beba001de14ad837063f7cd77c8a8d721088f9e6e8093bd720679978316ee1,200,epoch_models,6,reported,api,epoch_models-1,"{""Confidence"": ""Confident"", ""Model"": ""GShard (dense)"", ""Model accessibility"": ""Unreleased"", ""Organization"": ""Google"", ""Publication date"": ""2020-06-30"", ""Training compute (FLOP)"": ""4.765e+22""}",4.765e+22,,,,,,,,False,,approved,,
