id,series_key,unit,as_of_date,published_date,retrieved_at,url,content_hash,http_status,source_id,tier,audited_vs_reported,extraction_method,extractor_version,raw_snippet,value_numeric,value_text,value_low,value_high,period_start,entity_id,run_rate_vs_booked,gross_vs_net,disputed,dispute_text,note,review_status,reviewer_id,supersedes_id
ef40bd94a06afa5d,acq.anthropic.vercept.pt,text,2026-02-25,2026-02-25,2026-09-10T09:51:37.692919Z,https://www.anthropic.com/news/acquires-vercept,adbff2ac7b238d679bc02500f2f77875d9ce0623796f6fbf93b78de78563c0d9,200,anthropic_news,4,company_stated,manual,manual-1,"Today, we're announcing that Anthropic has acquired Vercept to help us push those capabilities further.",,acquired Vercept; terms not disclosed,,,,anthropic,,,False,,Acquirer's own announcement.,approved,merge,304cbe8c03f610d3
