id,series_key,unit,as_of_date,published_date,retrieved_at,url,content_hash,http_status,source_id,tier,audited_vs_reported,extraction_method,extractor_version,raw_snippet,value_numeric,value_text,value_low,value_high,period_start,entity_id,run_rate_vs_booked,gross_vs_net,disputed,dispute_text,note,review_status,reviewer_id,supersedes_id
e3bcd16dfc39c252,epoch_bench.glm_5_recrqkisevv6jxeqp.cl_bench.pt,share,2026-02-11,2026-02-11,2026-09-22T07:42:47.652501Z,https://epoch.ai/data/benchmark_data.zip,40d94ce2d881a8041d79e3c02eeec93e23411ca62ea9742faa4f9996336a5d9e,200,epoch_bench,6,reported,api,epoch_bench-1,"{""Cost per task"": null, ""Model version"": ""glm-5"", ""Name"": ""GLM 5.0"", ""Organization"": ""Z.ai (Zhipu AI)"", ""Overall"": ""0.187"", ""Release date"": ""2026-02-11"", ""id"": ""recRqKIsEVV6JXeQp""}",0.187,,,,,,,,False,,,approved,,
