id,series_key,unit,as_of_date,published_date,retrieved_at,url,content_hash,http_status,source_id,tier,audited_vs_reported,extraction_method,extractor_version,raw_snippet,value_numeric,value_text,value_low,value_high,period_start,entity_id,run_rate_vs_booked,gross_vs_net,disputed,dispute_text,review_status,reviewer_id,supersedes_id
7793be7e2abff23a,sec_filing.crwv.debt_terms_h1_2026_issuances.pt,text,2026-06-30,2026-08-12,2026-09-10T09:51:31.402461Z,https://www.sec.gov/Archives/edgar/data/1769628/000176962826000366/crwv-20260630.htm,5ef1bddf52a356c5c8a77ebba2b53b35a7c35ac669b27e8fa7842f1f301124e7,200,sec_edgar_filings,4,company_stated,manual,manual-1,"DDTL 4.0 Facility March 2026 SOFR + 2.25%; Treasury + 2.00% $ 8,500 DDTL 5.0 Facility May 2026 SOFR + 4.50% $ 3,100 2031 9.75% Senior Notes April 2026 9.75% $ 2,750 2032 9.625% Senior Notes June 2026 9.625% $ 1,250 2032 EUR Senior Notes June 2026 8.50% € 2,000 2032 Convertible Senior Notes April 2026 1.75% $ 4,000",,DDTL 5.0: SOFR + 4.50% (stated); DDTL 4.0: SOFR + 2.25% floating / Treasury + 2.00% fixed,,,,crwv,,,False,,approved,merge,
