id,series_key,unit,as_of_date,published_date,retrieved_at,url,content_hash,http_status,source_id,tier,audited_vs_reported,extraction_method,extractor_version,raw_snippet,value_numeric,value_text,value_low,value_high,period_start,entity_id,run_rate_vs_booked,gross_vs_net,disputed,dispute_text,note,review_status,reviewer_id,supersedes_id
609d83de2c2b68d1,formd.tenstorrent.amount_sold_usd.pt,USD,2025-06-27,2025-07-10,2026-09-10T06:16:15.045903Z,https://www.sec.gov/files/structureddata/data/form-d-data-sets/2025q3_d.zip,18c57a72d6d19b65b51ad55a43c18bfd78aadf88643437fcfca2a279a9f0a26b,200,formd,4,company_stated,api,formd-1,"{""TOTALAMOUNTSOLD"": ""65798515"", ""accession"": ""0002031944-25-000001"", ""amendment"": ""false"", ""cik"": ""0002031944"", ""filed"": ""10-JUL-2025"", ""issuer"": ""Tenstorrent Holdings Inc."", ""sale_date"": ""2025-06-27""}",65798515.0,,,,,tenstorrent,,,False,,,approved,,
5c1da6ded664831e,formd.tenstorrent.amount_sold_usd.pt,USD,2026-08-26,2026-09-09,2026-09-12T07:41:37.085011Z,https://www.sec.gov/Archives/edgar/data/2031944/000203194426000001/primary_doc.xml,e2a1930c5896e1da463781d7eade133a22135cf52d0cbc2d0c742d7e68b75720,200,formd,4,company_stated,api,formd-1,"{""cik"": ""0002031944"", ""filed"": ""2026-09-09"", ""form"": ""D"", ""issuer"": ""Tenstorrent Holdings Inc."", ""sale_date"": ""2026-08-26"", ""totalAmountSold"": ""1286829662""}",1286829662.0,,,,,tenstorrent,,,False,,,approved,,
