naics,naics_title,total,know,passes_usd,agreed3_usd,blocked,share_total,share_know,payroll_scored_by_three
458300,"Jewelry, Luggage, and Leather Goods Retailers",6801334800.0,5910565000.0,392514389.2789048,210816147.84039292,864584430.4009919,0.05771137590211039,0.06640894555408913,5910565000.0
334200,Communications Equipment Manufacturing,8131024400.0,7012185400.0,387697278.33952355,121474570.50753519,735264754.1182686,0.04768123415538189,0.05528907982660064,7012185400.0
3250A2,Chemical Manufacturing (3255 and 3256 only),11864058800.0,6448471700.0,387218455.44199103,169846377.77696502,610966019.101234,0.032637941363034294,0.06004809720138665,6448471700.0
611400,Business Schools and Computer and Management Training,6505016600.0,6209476000.0,368541520.7373224,194675527.71933463,1040978183.9350992,0.05665497006376931,0.05935146874507968,6209476000.0
311900,Other Food Manufacturing,14744906900.0,5374756100.0,366015029.884603,152027507.70759144,487779826.40316373,0.024823149604600286,0.0680989096202157,5374756100.0
213100,Support Activities for Mining,18990586200.0,6760121800.0,365602374.63046646,155692302.20386958,578845773.7488867,0.019251768785866465,0.05408221707343593,6760121800.0
624300,Vocational Rehabilitation Services,12422016800.0,7368598300.0,362410583.68218493,162190659.69229528,983070755.332484,0.02917485860123655,0.04918311040000443,7368598300.0
712100,"Museums, Historical Sites, and Similar Institutions",9510758400.0,6511691600.0,361109970.44980866,163759944.81617117,971654004.3408302,0.037968577821281706,0.05545563159806411,6511691600.0
624400,Child Care Services,37874662600.0,21847505800.0,349819508.3150575,152465622.4293414,2423487077.168273,0.009236240914131801,0.01601187391903828,21847505800.0
711300,"Promoters of Performing Arts, Sports, and Similar Events",10525556200.0,6148785000.0,339035243.13879436,154733211.62719288,871590940.8677415,0.03221067245252031,0.055138575041865076,6148785000.0
311800,Bakeries and Tortilla Manufacturing,15725048000.0,4414491100.0,328081022.505213,148993395.24696904,486994268.4996109,0.020863594343572944,0.07431910384986687,4414491100.0
562900,Remediation and Other Waste Management Services,11330809000.0,4505867400.0,322770315.8639055,139837664.2479021,563659620.1883429,0.028486078607794507,0.07163333653891046,4505867400.0
311600,Animal Slaughtering and Processing,25360305900.0,4170447500.0,308018630.5954097,135279066.3225915,419053262.61077577,0.01214569854992994,0.0738574530899645,4170447500.0
562100,Waste Collection,12015487000.0,3094078100.0,305108979.5957325,154189365.6353334,497319421.63579476,0.02539297654732867,0.09861062640782484,3094078100.0
335300,Electrical Equipment Manufacturing,10372735500.0,5734174000.0,292959378.99104875,113421833.12940443,541128629.6125002,0.028243213084055672,0.051090074872344085,5734174000.0
335900,Other Electrical Equipment and Component Manufacturing,11057624600.0,5574940500.0,289124906.2940281,116751748.9989674,515511893.8538943,0.026147108149613626,0.05186152323850418,5574940500.0
211100,Oil and Gas Extraction,12787709900.0,8520086900.0,281115884.84414816,80368852.08773021,566713905.398001,0.02198328606470406,0.032994485636542996,8520086900.0
811200,Electronic and Precision Equipment Repair and Maintenance,6520722900.0,3621646600.0,277598830.7580592,133893599.18640926,520946238.15227073,0.042571787670667494,0.07664989476280187,3621646600.0
711200,Spectator Sports,13466327500.0,10805765700.0,276536694.32655627,133954523.16793934,798413552.9507816,0.020535420241825864,0.025591587121545332,10805765700.0
812200,Death Care Services,6700506900.0,2861231100.0,264953708.44763136,99770861.63327925,435334288.93511564,0.03954233797559874,0.09260129615102791,2861231100.0
711100,Performing Arts Companies,6594511900.0,4925274500.0,255712715.93345433,125660996.62915091,909616205.310014,0.03877659481264327,0.05191846991136318,4925274500.0
333300,Commercial and Service Industry Machinery Manufacturing,6602228100.0,4469658700.0,252428670.71922827,88844619.42229813,458902647.21788484,0.03823386088693728,0.05647605055822904,4469658700.0
622200,Psychiatric and Substance Abuse Hospitals,16691447500.0,13093880300.0,250890688.80139807,95922594.2341976,850586183.8291495,0.015031092348425628,0.019160912048462674,13093880300.0
333500,Metalworking Machinery Manufacturing,10063907800.0,4336341900.0,245776195.5070657,93480097.90078513,457097033.3763451,0.02442154681773473,0.05667823275352567,4336341900.0
321900,Other Wood Product Manufacturing,12088719900.0,3364284500.0,245755917.9306008,102226525.08127923,378222440.66379976,0.020329358274783153,0.07304849454039954,3364284500.0
561200,Facilities Support Services,10871511100.0,3864284900.0,244278395.02732033,105421630.771154,463138687.2638272,0.02246958980958225,0.06321438541638592,3864284900.0
485300,Taxi and Limousine Service,4898129200.0,2975168600.0,233660340.102516,51602865.63363558,382927976.9057833,0.04770399688569178,0.07853683992985003,2975168600.0
336600,Ship and Boat Building,9362959100.0,3464973500.0,213039251.2531747,85613964.78424072,325939592.8096114,0.022753410431235858,0.061483659616206214,3464973500.0
