naics,naics_title,total,know,passes_usd,agreed3_usd,blocked,share_total,share_know,payroll_scored_by_three
324100,Petroleum and Coal Products Manufacturing,10535245200.0,4771158400.0,205410907.12913185,74289607.23111668,387100529.3651286,0.019497496567913945,0.043052627875262296,4771158400.0
488400,Support Activities for Road Transportation,5921160800.0,1691480400.0,204145326.59993312,68092002.3467863,298216354.8116903,0.03447724753564083,0.12069032937061117,1691480400.0
311500,Dairy Product Manufacturing,9352339100.0,2630246200.0,201768291.12359068,84581012.11307949,252001948.56429335,0.021574099160240102,0.0767108003515377,2630246200.0
482100,Rail Transportation,15032424500.0,3012547100.0,200817446.51283145,86200208.61340645,345638410.7290159,0.013358952610261335,0.06666035080840112,3012547100.0
115100,Support Activities for Crop Production,14755313300.0,2337061700.0,198003628.4048784,91011200.763443,269188580.7031911,0.013419140914132837,0.0847233209139829,2337061700.0
713100,Amusement Parks and Arcades,8033915100.0,2664426300.0,192801451.57584292,87668112.63875337,449850115.8556275,0.023998442748771755,0.07236133781438912,2664426300.0
711400,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",3472629600.0,3470943600.0,191496679.55995396,36594883.28329839,176940053.90019482,0.055144573887164344,0.055171360191492005,3470943600.0
311400,Fruit and Vegetable Preserving and Specialty Food Manufacturing,9035928700.0,2605271300.0,189467566.21001768,76147755.69948414,235137417.0183848,0.02096824493646322,0.07272469712080185,2605271300.0
457200,Fuel Dealers,4163192000.0,1669528400.0,180749213.93547055,96292259.95639803,307583556.92527086,0.04341601682926719,0.10826363536880867,1669528400.0
333600,"Engine, Turbine, and Power Transmission Equipment Manufacturing",7212874700.0,4168724400.0,179836716.02420044,65248905.73911241,396831558.85132354,0.02493273812509185,0.0431395071413693,4168724400.0
336200,Motor Vehicle Body and Trailer Manufacturing,9015549900.0,2562811500.0,176127655.93796927,80745111.9739524,282970737.8180934,0.01953598592338436,0.06872438957682579,2562811500.0
483100,"Deep Sea, Coastal, and Great Lakes Water Transportation",3136516800.0,1768726100.0,176061604.5973462,109162373.59529293,274632830.36298907,0.056132842839338906,0.09954147484867566,1768726100.0
237900,Other Heavy and Civil Engineering Construction,9807043700.0,3517262500.0,174523545.23014992,56136896.08619458,285076344.52082413,0.017795734430157573,0.049619141372061346,3517262500.0
488300,Support Activities for Water Transportation,7461748300.0,1841352900.0,174042042.30199072,95417048.76448956,244265255.0165242,0.023324566214862907,0.09451856963539727,1841352900.0
562200,Waste Treatment and Disposal,6582870800.0,2395462800.0,173560707.32148838,86168422.84962836,288416469.21037674,0.02636550413863331,0.07245393554910909,2395462800.0
485900,Other Transit and Ground Passenger Transportation,4731056500.0,1216408200.0,153817379.02050844,61782904.40568228,248492810.6705304,0.03251226845853742,0.1264521063081525,1216408200.0
424500,Farm Product Raw Material Merchant Wholesalers,3833574200.0,1968569400.0,153484384.2213839,61947082.3740445,212699181.88877165,0.040036888870282956,0.07796747436050967,1968569400.0
326200,Rubber Product Manufacturing,7865565500.0,2517346800.0,153064171.66681743,66133722.70182962,245910546.23739722,0.019460033950110443,0.060803768343248306,2517346800.0
623900,Other Residential Care Facilities,7586441500.0,3978545300.0,151082302.07708827,50111166.49806773,381747514.882166,0.019914778500181973,0.037974257092683664,3978545300.0
459200,Book Retailers and News Dealers,2366439100.0,2093811900.0,150082895.4684805,78431717.73408239,327775043.08324724,0.06342140622527767,0.07167926377172681,2093811900.0000002
221300,"Water, Sewage and Other Systems",4012321700.0,1830166300.0,148729032.104929,77037230.1779971,238741497.86805058,0.0370680726086667,0.08126531020974924,1830166300.0
332800,"Coating, Engraving, Heat Treating, and Allied Activities",6903825100.0,2330537900.0,147260318.7403381,67596552.5911036,228626055.06797862,0.021330250492634595,0.06318726622739673,2330537900.0
721200,RV (Recreational Vehicle) Parks and Recreational Camps,2908568200.0,1443442400.0,141356907.05682403,72839996.63326481,237362278.93598726,0.048600169339960475,0.09793041070209939,1443442400.0
481200,Nonscheduled Air Transportation,6114563500.0,1665724500.0,138710428.63946056,68466113.30416176,189196589.10245562,0.02268525441586477,0.0832733315980287,1665724500.0
811400,Personal and Household Goods Repair and Maintenance,4232311400.0,1331799700.0,131177083.53045183,66128736.23192679,219432500.77340513,0.03099419469239712,0.09849610533059276,1331799700.0
237200,Land Subdivision,3021841100.0,2474592400.0,130184786.57508881,38427273.092218086,206142407.5937461,0.043081281333783174,0.052608577709641724,2474592400.0
711500,"Independent Artists, Writers, and Performers",3078979000.0,2791642500.0,125831602.2756149,52760294.337360725,627715249.0259091,0.04086796378787088,0.04507439698156727,2791642500.0
492200,Local Messengers and Local Delivery,8459816500.0,1841957600.0,122963422.29935862,55155446.64824469,261701973.28605938,0.014534998755511851,0.06675692334034107,1841957600.0
212300,Nonmetallic Mineral Mining and Quarrying,6456693500.0,1752774000.0,122205815.29245304,50047919.272380345,175199985.60252944,0.018926996502536948,0.069721376111497,1752774000.0
311100,Animal Food Manufacturing,4321016900.0,1753711200.0,121994648.24678046,51646080.63261012,175736164.28942823,0.028232856077647014,0.06956370481455582,1753711200.0
315200,Cut and Sew Apparel Manufacturing,3203643500.0,1801434700.0,121824408.12454547,54849679.73062874,239001262.92394206,0.03802683042746344,0.06762632479797656,1801434700.0
533100,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),2111674700.0,2097239800.0,115190722.23117585,57899884.937179625,216795090.46559745,0.05454946362296042,0.05492491713688433,2097239800.0
512200,Sound Recording Industries,1776038500.0,1765636500.0,114995460.3732219,53648925.16858978,225730785.4388542,0.06474829254727411,0.06512974803886412,1765636500.0
311300,Sugar and Confectionery Product Manufacturing,4269763600.0,1647124000.0,109310464.05072953,49094298.41209645,172475629.3544671,0.025601057644205297,0.06636444132362197,1647124000.0
311200,Grain and Oilseed Milling,4510284600.0,1818235100.0,105735413.32778995,42248126.7621305,147382730.22181553,0.023443179911039305,0.05815277316326692,1818235100.0
335100,Electric Lighting Equipment Manufacturing,2394651900.0,1567359500.0,97859338.11985296,40261500.736900575,158949377.3270153,0.04086578851809441,0.062435796076045706,1567359500.0
488900,Other Support Activities for Transportation,1857256900.0,928891700.0,97778598.75891677,51000196.91249316,142049891.9473541,0.052646781798962095,0.10526372316483909,928891700.0
322100,"Pulp, Paper, and Paperboard Mills",6384801800.0,1961819900.0,95249538.08035454,42589725.64591738,160781679.143967,0.014918166775412597,0.04855162193040989,1961819900.0
331100,Iron and Steel Mills and Ferroalloy Manufacturing,5462223600.0,1726534400.0,91717404.26944365,31963311.713610467,121399886.13153906,0.01679122111907752,0.05312225708879224,1726534400.0
331500,Foundries,6069347700.0,1761855600.0,90374206.91612111,38187110.27194545,156896914.65262553,0.014890266859504706,0.051294900056577344,1761855600.0
521100,Monetary Authorities-Central Bank,2539969600.0,2406035700.0,88878236.45300698,28368955.613356177,239696794.99013412,0.034991850474512365,0.036939699794565385,2406035700.0
722400,Drinking Places (Alcoholic Beverages),16010468600.0,1874060200.0,88474189.8072902,38992517.820922494,133044262.75349002,0.005526021256322891,0.04720989742340732,1874060200.0
331400,Nonferrous Metal (except Aluminum) Production and Processing,4032707900.0,1554129700.0,86253655.5318662,35187544.311341375,134353966.9764074,0.02138852048566825,0.055499650725332764,1554129700.0
314900,Other Textile Product Mills,2737848800.0,1084362300.0,84134103.20268631,37253691.52967511,148664567.66702774,0.030730003498617715,0.07758855430762053,1084362300.0
331200,Steel Product Manufacturing from Purchased Steel,3638591300.0,1334826800.0,79927582.37858586,33154382.156757034,115125223.89862607,0.021966628232905922,0.05987861674532296,1334826800.0
525900,Other Investment Pools and Funds,2296323500.0,2237828200.0,76181827.9635525,28049705.813085217,202143284.25908127,0.033175564315547225,0.03404275089729967,2237828200.0
485400,School and Employee Bus Transportation,10101384100.0,791579100.0,74471159.36710827,21438896.00326854,129321379.71208721,0.007372371808642369,0.09407923903891383,791579100.0
335200,Household Appliance Manufacturing,2842196300.0,1152141400.0,71999443.199491,33115728.97404531,120820078.01304801,0.025332325990112294,0.06249184622607173,1152141400.0
525100,Insurance and Employee Benefit Funds,1059367400.0,1055091100.0,70939195.91151188,25612617.691252477,131164710.80830085,0.06696373317841561,0.06723513818997419,1055091100.0
321100,Sawmills and Wood Preservation,4555208300.0,1023995100.0,68807813.66501868,28290326.3303179,98232569.3652122,0.01510530564870517,0.06719545207298226,1023995100.0
459300,Florists,2298541100.0,1818075300.0,68686842.98379682,34215529.75495587,395379398.36226577,0.02988279956525329,0.03777997698103969,1818075300.0000002
334300,Audio and Video Equipment Manufacturing,1373509400.0,1204501100.0,66730657.22496463,24083102.221421614,125395612.85441335,0.0485840557224906,0.055401076200731265,1204501100.0
331300,Alumina and Aluminum Production and Processing,3625760000.0,1149383000.0,66489629.190368116,27525221.29699538,100073635.41899325,0.018338121991077212,0.057848105627426295,1149383000.0
321200,"Veneer, Plywood, and Engineered Wood Product Manufacturing",4152866300.0,1065285400.0,64490548.77835839,25427485.645891577,144380813.6200803,0.01552916567007187,0.060538282772258395,1065285400.0
336900,Other Transportation Equipment Manufacturing,2206339600.0,990297800.0,55584879.080653295,22642225.2989078,107289962.80383612,0.025193256324027948,0.056129458311079045,990297800.0
334600,Manufacturing and Reproducing Magnetic and Optical Media,885938200.0,839893800.0,53313911.092535995,20385932.961156428,105944119.52047889,0.06017791206264274,0.06347696707909499,839893800.0
314100,Textile Furnishings Mills,1725420500.0,570215300.0,49240393.40598926,23293933.668126725,72153575.22120892,0.028538198894697994,0.08635403751177714,570215300.0
212200,Metal Ore Mining,3436698500.0,999117100.0,45905675.71676834,14244439.083251612,100245029.25170903,0.013357492871943332,0.045946241653524234,999117100.0
485100,Urban Transit Systems,2430706000.0,463526300.0,45156419.691911094,18750987.87391462,73805228.52427964,0.01857749135103591,0.09741932591939463,463526300.0
313200,Fabric Mills,2088124100.0,662341000.0,42447738.6010474,18891708.21835132,62247887.2795478,0.020328168522669412,0.06408743925115219,662341000.0
488200,Support Activities for Rail Transportation,2179601500.0,631127000.0,40932911.37039433,20579045.5474422,60119487.39628149,0.01877999779794349,0.06485685348653175,631127000.0
337900,Other Furniture Related Product Manufacturing,1261692000.0,457464100.0,38945883.44644768,18185785.285654005,54427504.042008415,0.030867980019250084,0.0851342945740391,457464100.0
486200,Pipeline Transportation of Natural Gas,3247674600.0,1238499400.0,38062540.34998343,11707116.995064864,89755974.65802144,0.011719936581695541,0.03073278868765171,1238499400.0
336500,Railroad Rolling Stock Manufacturing,1460684700.0,725147600.0,35751410.71541904,12457642.854534423,70278658.40165836,0.024475789138764196,0.04930225338319956,725147600.0
313300,Textile and Fabric Finishing and Fabric Coating Mills,1024933600.0,485283700.0,32821381.235783923,14056528.435760269,53963218.69533685,0.032022934203526865,0.06763338895533463,485283700.0
113300,Logging,2332430700.0,328896500.0,32781587.984550167,13726155.315869188,51843995.9879835,0.014054688949408086,0.09967144066461689,328896500.0
115200,Support Activities for Animal Production,1428285400.0,447777000.0,28475054.823213723,12616084.803323286,49306333.62704606,0.01993653006829988,0.06359204430601331,447777000.0
311700,Seafood Product Preparation and Packaging,1301220600.0,426503900.0,28389738.6185571,11945618.479507536,33728390.333845876,0.021817775263131476,0.06656384295326982,426503900.0
487200,"Scenic and Sightseeing Transportation, Water",846197200.0,263790700.0,27397152.22041694,15799885.395856857,40499255.08713576,0.0323767937549509,0.10385943181627305,263790700.0
485500,Charter Bus Industry,1190935600.0,239646700.0,24004105.411309358,10985554.70870374,39825974.717435524,0.02015567039167303,0.1001645564546032,239646700.0
486100,Pipeline Transportation of Crude Oil,1198442200.0,639937100.0,22039089.656358276,8402785.501361614,43176644.21593961,0.01838978104772869,0.03443946234146805,639937100.0
483200,Inland Water Transportation,2325787200.0,400794900.0,21988142.323885925,8924267.82439157,37559358.0871337,0.009454064552374322,0.054861332626452895,400794900.0
212100,Coal Mining,3297689300.0,519518100.0,19768366.414246082,7151353.476812964,37346919.3376625,0.005994611564602548,0.03805135261744698,519518100.0
485200,Interurban and Rural Bus Transportation,671796400.0,151694900.0,19128787.77304729,9362253.665181298,28366154.09717066,0.028474084965396197,0.12610040135197223,151694900.0
312200,Tobacco Manufacturing,655353700.0,291525200.0,18089076.389441065,7200138.9024089845,21994387.483157128,0.027602005435295576,0.0620497863973374,291525200.0
315900,Apparel Accessories and Other Apparel Manufacturing,477372700.0,200496600.0,16319147.19857845,7166638.336006752,28239439.86454805,0.03418533820341727,0.08139363559570811,200496600.0
487100,"Scenic and Sightseeing Transportation, Land",473891000.0,146708300.0,15112651.514327642,9289339.598700428,24491891.912274547,0.03189056452713312,0.1030115645422082,146708300.0
721300,"Rooming and Boarding Houses, Dormitories, and Workers' Camps",373478900.0,114720100.0,13826690.467886765,7170697.064530764,17269395.177665487,0.03702134302068139,0.12052543946428537,114720100.0
316900,Other Leather and Allied Product Manufacturing,422749300.0,170551600.0,11795394.124383109,5703781.8733788235,19610137.709385835,0.027901628990002134,0.06916026659605133,170551600.0
313100,"Fiber, Yarn, and Thread Mills",823960600.0,109159700.0,7294853.932548973,3835630.382888079,13472438.026764374,0.00885340140359742,0.0668273541659511,109159700.0
486900,Other Pipeline Transportation,606792700.0,170012900.0,6923363.153698299,2346507.956501259,12839576.327240705,0.01140976671884533,0.04072257548514436,170012900.0
316200,Footwear Manufacturing,381258600.0,95540900.0,6824510.14311186,3488695.6631956077,11874918.460845483,0.017899950697798976,0.07143024760193656,95540900.0
315100,Apparel Knitting Mills,228775800.0,56929900.0,5097328.836253689,2170609.7599193896,8159808.083557583,0.022280891756268316,0.08953693641221377,56929900.0
487900,"Scenic and Sightseeing Transportation, Other",126004200.0,39967300.0,4462005.198615752,3115612.6665440537,7100098.738464616,0.035411559286244045,0.11164139680728376,39967300.0
316100,Leather and Hide Tanning and Finishing,117880300.0,25160600.0,1260735.9610865237,687108.5504221306,3638504.799601891,0.01069505219350921,0.05010754755794869,25160600.0
